style_simple,full_name,beer_name_full,abv,min_ibu,max_ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
IPA,Dogfish Head Brewery ApriHop,Dogfish Head Brewery ApriHop,7,50,70,20,21,16,70,106,62,1,107,80,6,45,3.77969,3.903846,3.781039,3.794534,3.826248,1482
IPA,Founders Brewing Company Founders Harvest Ale,Founders Brewing Company Founders Harvest Ale,7.6,50,70,18,38,9,75,32,44,0,60,117,3,31,4.239614,3.989614,4.014837,4.180267,4.207715,674
IPA,Alpine Beer Company Duet IPA,Alpine Beer Company Duet IPA,7,50,70,31,21,7,60,31,56,1,77,91,6,27,4.394947,4.203457,4.114362,4.316489,4.367021,376
IPA,Fat Heads Brewery & Saloon Fat Head's Head Hunter IPA,Fat Heads Brewery & Saloon Fat Head's Head Hunter IPA,7.5,50,70,25,36,16,71,46,63,0,97,110,6,40,4.348039,4.04902,4.058824,4.303922,4.259804,102
IPA,Uinta Brewing Company Hop Notch IPA,Uinta Brewing Company Hop Notch IPA,7.3,50,70,8,25,5,68,42,38,0,64,92,5,45,4.114583,4.114583,4.083333,4.166667,4.135417,48
IPA,Ballast Point Brewing Company Big Eye Double Ginger,Ballast Point Brewing Company Big Eye Double Ginger,7,50,70,26,37,9,68,42,53,2,68,103,4,43,4.5,4,4.333333,3.833333,4.333333,3
IPA,AleSmith Brewing Company AleSmith IPA,AleSmith Brewing Company AleSmith IPA,7.25,50,70,19,47,2,76,54,65,1,90,114,2,54,4.298209,4.300843,4.217597,4.334563,4.303477,949
IPA,Great Divide Brewing Company Titan IPA,Great Divide Brewing Company Titan IPA,7.1,50,70,20,46,9,78,46,54,0,69,105,6,61,4.063386,4.114961,4.052756,4.158268,4.142126,1270
IPA,Alpine Beer Company Nelson,Alpine Beer Company Nelson,7,50,70,26,45,7,60,50,85,2,128,78,13,49,4.436603,4.157895,4.163876,4.357656,4.37201,418
IPA,Boston Beer Company (Samuel Adams) Samuel Adams Latitude 48 IPA,Boston Beer Company (Samuel Adams) Samuel Adams Latitude 48 IPA,6,50,70,20,23,3,53,21,43,1,47,73,4,34,3.647783,4.02032,3.7383,3.703202,3.814655,812
IPA,Victory Brewing Company Hop Wallop,Victory Brewing Company Hop Wallop,7.5,50,70,25,30,9,79,33,42,4,47,124,4,47,4.022552,4.0022,4.024202,4.113311,3.987624,1818
IPA,Dogfish Head Brewery 75 Minute IPA,Dogfish Head Brewery 75 Minute IPA,7.5,50,70,8,54,11,48,88,35,4,39,70,3,77,4.078014,4.053191,4.131206,4.244681,4.22695,141
IPA,Sierra Nevada Brewing Co. Northern Hemisphere Harvest Wet Hop Ale,Sierra Nevada Brewing Co. Northern Hemisphere Harvest Wet Hop Ale,6.7,50,70,13,34,3,68,45,36,1,41,115,5,61,4.093796,4.289882,4.090473,4.200517,4.242245,1354
IPA,SweetWater Brewing Company Sweetwater IPA,SweetWater Brewing Company Sweetwater IPA,6.3,50,70,25,44,13,75,57,58,1,86,103,12,59,4.071752,3.960725,3.925227,4.053625,4.154079,662
IPA,Terrapin Beer Company Terrapin Hopsecutioner,Terrapin Beer Company Terrapin Hopsecutioner,7.3,50,70,17,21,20,78,24,23,2,29,84,2,34,3.820632,3.866171,3.79368,3.813197,3.902416,538
IPA,Anchor Brewing Company Anchor Liberty Ale,Anchor Brewing Company Anchor Liberty Ale,5.9,50,70,21,27,7,67,27,51,0,61,85,4,47,3.881087,3.973536,3.91108,4.017643,4.100917,1417
IPA,Flying Dog Brewery Snake Dog IPA,Flying Dog Brewery Snake Dog IPA,7.1,50,70,16,24,8,53,31,61,0,76,73,7,25,3.573585,3.741038,3.507547,3.506604,3.620283,1060
IPA,Oskar Blues Grill & Brew Deviant Dale's IPA,Oskar Blues Grill & Brew Deviant Dale's IPA,8,50,70,12,48,10,71,44,48,0,55,110,14,75,4.28125,3.8125,4.09375,4.03125,3.96875,16
IPA,21st Amendment Brewery 21st Amendment IPA,21st Amendment Brewery 21st Amendment IPA,7,50,70,11,32,9,40,25,32,0,44,59,0,30,3.801538,3.977692,3.771538,3.767692,3.890769,650
IPA,Dark Horse Brewing Company Dark Horse Crooked Tree IPA,Dark Horse Brewing Company Dark Horse Crooked Tree IPA,6.5,50,70,19,39,8,77,48,62,0,80,116,2,74,3.930727,3.823045,3.851166,3.937586,3.975309,729
IPA,Odell Brewing Company British IPA,Odell Brewing Company British IPA,7,50,70,19,26,14,84,76,88,1,138,141,7,49,3.75,3.75,3.75,4.25,4.25,2
IPA,Anderson Valley Brewing Company Hop Ottin' IPA,Anderson Valley Brewing Company Hop Ottin' IPA,7,50,70,30,29,12,69,48,69,0,75,99,2,61,4.002871,4.110526,3.950239,4.047847,4.007656,1045
IPA,Avery Brewing Company India Pale Ale (IPA),Avery Brewing Company India Pale Ale (IPA),6.5,50,70,16,33,8,53,33,49,3,56,94,3,41,3.846767,3.921275,3.837395,3.915183,3.940956,1067
IPA,Flying Dog Brewery Raging Bitch Belgian-Style IPA,Flying Dog Brewery Raging Bitch Belgian-Style IPA,8.3,50,80,17,40,20,63,39,57,0,70,80,29,40,4.057062,4.080226,3.964972,4.051412,3.970621,885
IPA,Lagunitas Brewing Company A Little Sumpin' Wild,Lagunitas Brewing Company A Little Sumpin' Wild,8.8,50,80,16,33,17,53,41,69,0,62,71,9,26,4.095273,4.088626,3.996307,4.10192,4.079025,677
IPA,Brasserie d'Achouffe Houblon Chouffe Dobbelen IPA Tripel,Brasserie d'Achouffe Houblon Chouffe Dobbelen IPA Tripel,9,50,80,38,51,22,82,79,69,1,93,135,36,46,4.112315,4.364039,4.13202,4.264532,4.177833,1015
IPA,Green Flash Brewing Co. Green Flash Le Freak,Green Flash Brewing Co. Green Flash Le Freak,9.2,50,80,32,33,23,75,65,76,2,83,101,24,50,4.060277,4.121542,3.968379,4.085968,3.916008,506
IPA,Deschutes Brewery Chainbreaker White IPA,Deschutes Brewery Chainbreaker White IPA,5.5,50,80,12,27,11,47,21,61,0,75,66,22,22,3.722222,3.5,3.666667,3.555556,3.666667,9
IPA,Anchorage Brewing Company Bitter Monk,Anchorage Brewing Company Bitter Monk,9,50,80,39,36,13,57,56,138,2,133,74,26,23,4.292035,4.309735,4.159292,4.323009,4.314159,113
IPA,Allagash Brewing Company Allagash Hugh Malone,Allagash Brewing Company Allagash Hugh Malone,6.8,50,80,34,29,24,88,53,75,1,85,131,26,53,3.850679,4.085973,3.893665,3.882353,3.839367,221
IPA,De Leyerth Brouwerijen (Urthel) Urthel Hop-It,De Leyerth Brouwerijen (Urthel) Urthel Hop-It,9.5,50,80,14,39,29,73,64,55,0,71,85,18,34,3.91517,4.145709,3.944112,3.972056,3.91517,501
IPA,Otter Creek Brewing / Wolaver's Otter Creek Solstice,Otter Creek Brewing / Wolaver's Otter Creek Solstice,5.5,50,80,15,20,10,32,13,70,0,72,52,26,21,3.427083,3.614583,3.614583,3.520833,3.916667,48
IPA,Ale Asylum Bedlam,Ale Asylum Bedlam,7.4,50,80,17,32,12,89,54,84,0,107,91,31,33,4.270492,4.098361,4.032787,4.131148,4.213115,61
IPA,Brouwerij Het Anker Gouden Carolus Hopsinjoor,Brouwerij Het Anker Gouden Carolus Hopsinjoor,8,50,80,11,34,20,53,50,39,0,57,78,22,25,3.99481,4.278547,4.015571,4.081315,4.032872,289
IPA,Brasserie Dieu Du Ciel Dernière Volonté,Brasserie Dieu Du Ciel Dernière Volonté,7,50,80,19,35,22,61,55,80,0,85,76,34,32,3.978,4.156,3.966,3.976,3.992,250
IPA,Cambridge Brewing Company The Audacity Of Hops,Cambridge Brewing Company The Audacity Of Hops,8,50,80,24,47,13,68,45,81,1,82,99,22,38,4.158537,4.085366,4.073171,4.207317,4.097561,41
IPA,Matt Brewing Company Saranac White IPA,Matt Brewing Company Saranac White IPA,6,50,80,28,38,9,72,21,89,0,86,72,28,44,4.153846,4,3.807692,4.076923,4.076923,13
IPA,Smuttynose Brewing Company Smuttynose Homunculus (Big Beer Series),Smuttynose Brewing Company Smuttynose Homunculus (Big Beer Series),9.37,50,80,16,52,27,61,103,78,0,109,82,31,45,3.875,3.827586,3.771552,3.840517,3.801724,116
IPA,Brewery Vivant Triomphe Belgian IPA,Brewery Vivant Triomphe Belgian IPA,6.5,50,80,7,11,9,55,24,41,0,41,73,6,17,3.892857,4.047619,3.869048,3.880952,3.869048,42
IPA,Brasserie Lefèbvre SA Hopus,Brasserie Lefèbvre SA Hopus,8.3,50,80,9,22,20,39,38,38,0,39,56,21,39,3.595455,3.981818,3.681818,3.672727,3.727273,110
IPA,Nebraska Brewing Company Hop God Reserve Series Aged In French Oak Chardonnay Barrels,Nebraska Brewing Company Hop God Reserve Series Aged In French Oak Chardonnay Barrels,10.6,50,80,28,56,23,65,74,107,3,130,79,22,31,4.132075,4.132075,4.018868,4.056604,3.924528,53
IPA,Kuhnhenn Brewing Company Kuhnhenn Simcoe Silly,Kuhnhenn Brewing Company Kuhnhenn Simcoe Silly,9,50,80,14,64,36,61,82,76,1,111,73,35,44,3.914286,3.852381,3.833333,3.87619,3.842857,105
IPA,Short's Brewing Company Pan Galactic Gargle Blaster,Short's Brewing Company Pan Galactic Gargle Blaster,10.2,50,80,20,32,25,86,63,85,0,130,108,29,40,4,4,4,4,3.75,2
IPA,Blue Point Brewing Company Blue Point IPA,Blue Point Brewing Company Blue Point IPA,6,50,80,30,46,14,76,30,61,0,77,115,56,36,4.208333,3.875,3.833333,3.916667,3.958333,12
IPA,Coronado Brewing Company Hoppy Daze IPA,Coronado Brewing Company Hoppy Daze IPA,9,50,80,21,35,25,57,34,68,1,73,102,37,37,4.06,3.96,3.86,3.93,3.87,50
IPA,Peace Tree Brewing Co. Hop Wrangler,Peace Tree Brewing Co. Hop Wrangler,6.25,50,80,30,43,15,105,56,61,2,69,121,14,58,3.829545,3.875,3.75,3.875,3.875,44
IPA,Picobrouwerij Alvinne / Den Bierzolder Gaspar Ale,Picobrouwerij Alvinne / Den Bierzolder Gaspar Ale,8,50,80,18,40,21,71,66,84,1,95,87,25,44,3.636364,3.853535,3.60101,3.550505,3.565657,99
IPA,White Birch Brewing White Birch Hooksett Ale,White Birch Brewing White Birch Hooksett Ale,7.7,50,80,22,44,17,62,66,55,2,70,79,26,60,3.989362,4.106383,3.787234,3.893617,3.968085,47
IPA,Kuhnhenn Brewing Company Kuhnhenn Aldebaran,Kuhnhenn Brewing Company Kuhnhenn Aldebaran,10.25,50,80,29,76,77,89,145,77,0,111,132,58,100,4.142857,4.083333,4.059524,4.142857,4.047619,42
IPA,21st Amendment Brewery Back In Black,21st Amendment Brewery Back In Black,6.8,50,70,14,50,7,95,23,19,0,20,92,11,91,3.654599,4.024462,3.64775,3.610568,3.696673,511
IPA,Victory Brewing Company Yakima Glory,Victory Brewing Company Yakima Glory,8.7,50,70,10,54,17,103,52,43,0,61,103,10,85,3.911852,4.122963,3.945926,3.985185,3.877037,675
IPA,New Belgium Brewing Snow Day Winter Ale,New Belgium Brewing Snow Day Winter Ale,6.2,50,70,11,51,16,82,48,20,0,19,91,6,78,3.699541,4.002294,3.642202,3.665138,3.699541,218
IPA,Clown Shoes Hoppy Feet,Clown Shoes Hoppy Feet,7,50,70,11,45,14,82,33,9,0,9,87,5,70,3.927165,4.124016,3.875984,3.937008,3.885827,254
IPA,Deschutes Brewery Hop In The Dark Cascadian Dark Ale,Deschutes Brewery Hop In The Dark Cascadian Dark Ale,6.9,50,70,15,82,17,144,58,64,0,86,133,12,115,4.02599,4.147277,3.939356,4.101485,4.033416,404
IPA,Dark Horse Brewing Company Dark Horse Reserve Special Black Bier Ale,Dark Horse Brewing Company Dark Horse Reserve Special Black Bier Ale,7.5,50,70,14,63,7,68,44,7,0,13,53,9,101,3.980962,4.131263,3.936874,4.058116,3.931864,499
IPA,Widmer Brothers Brewing Company Pitch Black IPA,Widmer Brothers Brewing Company Pitch Black IPA,6.5,50,70,11,45,12,84,29,18,0,15,93,8,73,3.761044,3.965863,3.761044,3.807229,3.845382,249
IPA,Heavy Seas Beer Heavy Seas Black Cannon,Heavy Seas Beer Heavy Seas Black Cannon,7.25,50,70,20,94,23,145,71,42,0,70,140,11,121,3.768293,4.004065,3.841463,3.934959,3.861789,123
IPA,Greenbush Brewing Company Anger,Greenbush Brewing Company Anger,7.6,50,70,7,45,11,79,29,27,0,25,86,3,61,4.25,4,3.9375,4.4375,4.375,8
IPA,Bear Republic Brewing Co. Black Racer,Bear Republic Brewing Co. Black Racer,8.1,50,70,17,86,11,148,65,43,0,54,142,14,134,3.666667,3.666667,3.666667,4,4.166667,3
IPA,Tommyknocker Brewery Hop Strike Black IPA,Tommyknocker Brewery Hop Strike Black IPA,6.5,50,70,22,75,11,101,44,19,1,23,115,18,126,3.819444,4.038194,3.791667,3.881944,3.902778,144
IPA,Blue Point Brewing Company Blue Point Toxic Sludge,Blue Point Brewing Company Blue Point Toxic Sludge,7,50,70,22,64,20,120,59,17,4,22,147,5,109,3.785714,4.054945,3.862637,3.824176,3.862637,91
IPA,Hill Farmstead Brewery James Black Ale,Hill Farmstead Brewery James Black Ale,6.8,50,70,25,72,7,113,51,44,0,57,123,3,90,4.289474,4.078947,4.131579,4.315789,4.236842,19
IPA,Surly Brewing Company Damien,Surly Brewing Company Damien,6.5,50,70,16,63,13,90,65,21,0,35,78,16,84,4.145833,3.916667,3.708333,4.104167,4.0625,24
IPA,Rogue Ales Morimoto Black Obi Soba Ale,Rogue Ales Morimoto Black Obi Soba Ale,4.8,50,70,17,59,10,53,47,17,1,16,38,17,112,3.609914,3.920259,3.627155,3.704741,3.700431,232
IPA,Keweenaw Brewing Company Widow Maker Black Ale,Keweenaw Brewing Company Widow Maker Black Ale,5.2,50,70,12,42,4,31,24,14,0,2,23,8,64,3.264706,3.735294,3.352941,3.333333,3.617647,51
IPA,New Holland Brewing Company New Holland Black Hatter,New Holland Brewing Company New Holland Black Hatter,5.5,50,70,15,69,23,113,63,70,0,77,142,8,104,3.657407,4,3.62037,3.657407,3.675926,54
IPA,Arcadia Brewing Company Arcadia B-Craft Black IPA,Arcadia Brewing Company Arcadia B-Craft Black IPA,8.5,50,70,6,57,22,89,49,34,0,40,98,9,90,3.958333,4.125,4.041667,4.25,4.041667,12
IPA,Peak Organic Brewing Company Hop Noir,Peak Organic Brewing Company Hop Noir,7.7,50,70,13,60,19,100,59,26,0,37,100,6,96,3.852113,4.169014,3.816901,3.795775,3.816901,71
IPA,RJ Rockers Brewing Company Black Perle,RJ Rockers Brewing Company Black Perle,9.5,50,70,8,87,25,114,70,16,0,18,105,18,111,3.75,3.9,3.8625,3.91875,3.875,80
IPA,Short's Brewing Company Bludgeon Yer Eye PA,Short's Brewing Company Bludgeon Yer Eye PA,5,50,70,14,71,12,130,27,42,0,49,138,11,76,3.914894,3.989362,3.797872,3.93617,3.925532,47
IPA,Flying Monkeys Craft Brewery Flying Monkeys Netherworld Cascadian Dark Ale,Flying Monkeys Craft Brewery Flying Monkeys Netherworld Cascadian Dark Ale,6,50,70,30,72,8,124,46,41,0,53,115,13,111,3.842105,4.017544,3.701754,3.807018,3.921053,57
IPA,Hill Farmstead Brewery Foster,Hill Farmstead Brewery Foster,6.5,50,70,23,70,5,106,34,29,0,31,123,6,112,4.166667,4.055556,4.194444,4.361111,4.361111,18
IPA,Harpoon Brewery Harpoon IPA,Harpoon Brewery Harpoon IPA,5.9,35,60,17,31,13,74,35,31,0,39,110,8,61,3.564855,3.691937,3.589395,3.605171,3.829097,1141
IPA,Great Lakes Brewing Company Great Lakes Commodore Perry IPA,Great Lakes Brewing Company Great Lakes Commodore Perry IPA,7.7,35,60,11,29,11,51,47,40,1,45,82,6,42,3.812861,3.939306,3.932081,3.975434,3.970376,692
IPA,Brooklyn Brewery Brooklyn East India Pale Ale,Brooklyn Brewery Brooklyn East India Pale Ale,6.9,35,60,20,33,10,73,28,35,2,36,92,8,53,3.604503,3.688799,3.622979,3.643764,3.717667,866
IPA,Rogue Ales Brutal Bitter Ale,Rogue Ales Brutal Bitter Ale,6.2,35,60,10,21,7,73,39,36,0,46,86,1,55,3.962945,4.017806,3.978826,4.090472,4.095765,1039
IPA,Samuel Smith Old Brewery (Tadcaster) Samuel Smith's India Ale,Samuel Smith Old Brewery (Tadcaster) Samuel Smith's India Ale,5,35,60,21,30,6,53,42,28,1,33,86,12,53,3.596692,3.903308,3.749364,3.73855,3.868957,786
IPA,Three Floyds Brewing Co. & Brewpub Blackheart,Three Floyds Brewing Co. & Brewpub Blackheart,8.5,35,60,18,50,22,80,42,58,1,57,119,15,77,4.024561,4.096491,4.057895,4.133333,4.012281,285
IPA,Magic Hat Brewing Company Blind Faith,Magic Hat Brewing Company Blind Faith,6.2,35,60,13,41,11,56,47,69,0,72,95,4,71,3.705543,3.84873,3.672055,3.792148,3.84642,433
IPA,Shipyard Brewing Co. Fuggles IPA,Shipyard Brewing Co. Fuggles IPA,5.8,35,60,29,51,10,85,53,74,3,73,136,11,69,3.166667,3.833333,2.75,3.166667,3.166667,6
IPA,Flying Fish Brewing Company HopFish IPA,Flying Fish Brewing Company HopFish IPA,6.2,35,60,9,30,5,62,48,29,2,44,104,5,79,3.508021,3.716578,3.628342,3.585561,3.772727,187
IPA,Berkshire Brewing Company Inc. Lost Sailor India Pale Ale,Berkshire Brewing Company Inc. Lost Sailor India Pale Ale,5.8,35,60,11,32,4,61,52,21,1,25,85,1,51,3.784539,3.932566,3.879934,3.939145,4.098684,304
IPA,Arcadia Brewing Company Arcadia IPA,Arcadia Brewing Company Arcadia IPA,6,35,60,16,48,13,92,45,73,1,90,137,9,90,3.592988,3.753049,3.532012,3.560976,3.592988,328
IPA,Fulton Beer Sweet Child Of Vine,Fulton Beer Sweet Child Of Vine,6.4,35,60,11,33,8,46,43,26,3,32,79,9,67,3.477273,3.693182,3.738636,3.693182,3.727273,44
IPA,Meantime Brewing Company Limited India Pale Ale,Meantime Brewing Company Limited India Pale Ale,7.5,35,60,16,42,9,62,70,55,1,73,99,11,84,3.847756,4.097756,3.956731,4.016026,4.028846,312
IPA,Green Man Brewery Green Man India Pale Ale,Green Man Brewery Green Man India Pale Ale,6.2,35,60,20,35,5,74,15,27,0,30,115,6,50,3.457143,3.857143,3.714286,3.628571,3.728571,35
IPA,Kiuchi Brewery Hitachino Nest Japanese Classic Ale,Kiuchi Brewery Hitachino Nest Japanese Classic Ale,7,35,60,18,48,16,64,70,73,0,105,103,27,77,3.804455,3.886139,3.821782,3.85396,3.722772,202
IPA,Boulder Beer / Wilderness Pub Cold Hop British-Style Ale,Boulder Beer / Wilderness Pub Cold Hop British-Style Ale,6.8,35,60,24,60,15,98,90,78,6,98,138,8,98,3.788961,3.801948,3.792208,3.850649,3.936688,308
IPA,Ridgeway Brewing Bad Elf,Ridgeway Brewing Bad Elf,6,35,60,24,34,12,64,43,40,1,46,114,25,70,3.611842,3.660088,3.633772,3.664474,3.752193,228
IPA,Toppling Goliath Brewing Company Naughty 90,Toppling Goliath Brewing Company Naughty 90,8,35,60,17,40,21,57,54,24,0,33,73,29,102,4.375,4.625,4.625,4.75,4.5,4
IPA,"Middle Ages Brewing Co., Ltd. ImPaled Ale","Middle Ages Brewing Co., Ltd. ImPaled Ale",6.5,35,60,33,51,17,79,67,58,0,63,102,3,83,3.727488,3.966825,3.763033,3.800948,3.808057,211
IPA,St. Peter's Brewery Co Ltd St. Peter's India Pale Ale,St. Peter's Brewery Co Ltd St. Peter's India Pale Ale,5.5,35,60,11,38,12,73,42,38,0,32,108,12,69,3.209239,3.605978,3.461957,3.410326,3.472826,184
IPA,Federal Jack's Restaurant & Brew Pub Kennebunkport IPA,Federal Jack's Restaurant & Brew Pub Kennebunkport IPA,6.2,35,60,8,23,11,43,34,16,1,16,62,2,36,2.719828,3.405172,3.107759,2.676724,2.883621,116
IPA,Cricket Hill Brewing Co. Hopnotic India Pale Ale,Cricket Hill Brewing Co. Hopnotic India Pale Ale,6.5,35,60,23,56,10,96,50,68,4,91,131,10,60,3.120968,3.548387,3.387097,3.282258,3.471774,124
IPA,Fuller Smith & Turner PLC Fuller's India Pale Ale,Fuller Smith & Turner PLC Fuller's India Pale Ale,4.9,35,60,10,31,8,57,28,34,0,33,89,6,53,3.826772,3.933071,3.854331,3.956693,4.07874,127
IPA,O'Connor Brewing Co. El Guapo IPA,O'Connor Brewing Co. El Guapo IPA,7.5,35,60,17,23,18,30,29,28,0,31,46,5,24,3,3.5,3.333333,3.333333,3.333333,3
IPA,Museum Brewing Company / White Shield Brewery Worthington's White Shield,Museum Brewing Company / White Shield Brewery Worthington's White Shield,5.6,35,60,25,44,10,58,48,46,1,46,96,17,82,3.821429,4.083333,3.857143,3.892857,3.928571,42
IPA,Sea Dog Brewing Company Sea Dog Old East India Pale Ale,Sea Dog Brewing Company Sea Dog Old East India Pale Ale,6.2,35,60,16,39,5,79,56,32,0,36,107,6,69,3.376923,3.684615,3.5,3.473077,3.611538,130
IPA,Granite City Food & Brewery Duke Of Wellington India Pale Ale,Granite City Food & Brewery Duke Of Wellington India Pale Ale,5.2,35,60,6,27,7,64,30,35,1,37,88,4,51,3.316901,3.507042,3.34507,3.330986,3.352113,71
IPA,The Caledonian Brewing Company Deuchars IPA,The Caledonian Brewing Company Deuchars IPA,4.4,35,60,27,53,5,57,20,29,1,31,90,18,59,3.782051,3.722222,3.735043,3.888889,4.021368,117
IPA,Southampton Publick House Southampton Burton Ale,Southampton Publick House Southampton Burton Ale,6.5,35,60,20,33,18,89,77,61,0,67,127,7,100,3.916667,3.888889,3.861111,3.944444,4.138889,18
IPA,Greene King / Morland Brewery Greene King IPA,Greene King / Morland Brewery Greene King IPA,3.6,35,60,15,52,5,52,20,12,0,11,63,19,37,3.232759,3.525862,3.25,3.241379,3.431034,58
IPA,Carolina Brewery Flagship IPA,Carolina Brewery Flagship IPA,5.9,35,60,16,44,7,78,37,31,3,35,117,5,80,3.526316,3.657895,3.618421,3.697368,3.697368,38
IPA,McAuslan Brewing St-Ambroise India Pale Ale,McAuslan Brewing St-Ambroise India Pale Ale,6.2,35,60,24,37,21,107,51,77,1,85,171,14,92,3.571429,3.803571,3.589286,3.642857,3.571429,28
IPA,St. Austell Brewery Proper Job,St. Austell Brewery Proper Job,5.5,35,60,25,40,3,59,27,43,0,53,83,12,33,3.638889,3.722222,3.833333,3.944444,4,18
IPA,Railway City Brewing Company Railway City Dead Elephant Ale,Railway City Brewing Company Railway City Dead Elephant Ale,6.5,35,60,22,34,12,63,62,57,0,75,90,8,63,3.52381,3.738095,3.666667,3.630952,3.666667,42
IPA,McNeill's Brewery McNeill's Dead Horse IPA,McNeill's Brewery McNeill's Dead Horse IPA,5.7,35,60,13,57,26,77,44,44,2,50,107,7,86,3.561947,3.69469,3.690265,3.707965,3.721239,113
IPA,Trinity Brewhouse Trinity IPA,Trinity Brewhouse Trinity IPA,7,35,60,30,42,8,106,42,44,4,51,172,8,82,3.598765,3.839506,3.574074,3.604938,3.660494,81
IPA,"St. George Brewing Company, The India Pale Ale","St. George Brewing Company, The India Pale Ale",5.5,35,60,20,34,5,80,48,54,0,58,97,8,61,3.578947,3.859649,3.79386,3.701754,3.732456,114
IPA,Dogfish Head Brewery 90 Minute IPA,Dogfish Head Brewery 90 Minute IPA,9,65,100,3,15,13,44,40,31,1,36,56,5,42,4.213526,4.192097,4.181763,4.325988,4.145745,3290
IPA,Russian River Brewing Company Pliny The Elder,Russian River Brewing Company Pliny The Elder,8,65,100,26,29,9,58,51,49,0,80,85,1,32,4.612188,4.388603,4.451326,4.630985,4.590028,2527
IPA,Lagunitas Brewing Company Lagunitas Sucks Holiday Ale,Lagunitas Brewing Company Lagunitas Sucks Holiday Ale,7.85,65,100,10,34,10,48,53,43,0,56,62,8,39,4.376697,3.983032,4.085973,4.30543,4.260181,442
IPA,Dogfish Head Brewery 120 Minute IPA,Dogfish Head Brewery 120 Minute IPA,18,65,100,9,43,50,55,89,42,3,58,63,18,60,4.002006,4.029799,3.89341,3.919484,3.549857,1745
IPA,Green Flash Brewing Co. Green Flash West Coast I.P.A.,Green Flash Brewing Co. Green Flash West Coast I.P.A.,8.1,65,100,19,31,14,97,44,65,0,76,139,9,45,4.256998,4.110031,4.0521,4.197512,4.107698,1286
IPA,Lagunitas Brewing Company Hop Stoopid,Lagunitas Brewing Company Hop Stoopid,8,65,100,28,30,15,84,42,43,0,56,98,2,36,4.244156,4.071104,4.05487,4.173377,4.15974,1540
IPA,Firestone Walker Brewing Co. Double Jack,Firestone Walker Brewing Co. Double Jack,9.5,65,100,22,38,21,53,76,77,0,118,78,3,61,4.290115,4.174785,4.103868,4.247135,4.194842,698
IPA,Dogfish Head Brewery Burton Baton,Dogfish Head Brewery Burton Baton,10,65,100,7,49,19,40,55,39,1,54,57,22,53,4.109135,4.147838,4.123431,4.229079,4.020572,1434
IPA,Founders Brewing Company Founders Double Trouble,Founders Brewing Company Founders Double Trouble,9.4,65,100,18,55,35,64,42,46,0,55,91,4,46,4.241838,4.011168,4.080326,4.219072,4.096649,1164
IPA,Sierra Nevada Brewing Co. Hoptimum Double IPA - Beer Camp #19,Sierra Nevada Brewing Co. Hoptimum Double IPA - Beer Camp #19,10.6,65,100,17,45,34,79,54,53,1,73,101,1,59,4.051259,4.185252,3.972122,4.042266,3.851619,556
IPA,Three Floyds Brewing Co. & Brewpub Dreadnaught IPA,Three Floyds Brewing Co. & Brewpub Dreadnaught IPA,9.5,65,100,18,40,21,45,51,62,2,93,59,0,46,4.459824,4.251857,4.321404,4.457461,4.329169,1481
IPA,Avery Brewing Company Maharaja,Avery Brewing Company Maharaja,10.2,65,100,13,25,17,59,49,60,1,56,83,5,57,4.249191,4.200324,4.112945,4.215858,4.041424,1545
IPA,Lagunitas Brewing Company Maximus,Lagunitas Brewing Company Maximus,8.2,65,100,23,36,29,62,82,57,0,99,88,2,47,3.908891,3.972271,3.872359,3.916813,3.909331,1136
IPA,Founders Brewing Company Founders Devil Dancer,Founders Brewing Company Founders Devil Dancer,12,65,100,16,37,37,76,68,45,1,74,98,3,78,4.089587,3.996248,3.991557,4.015478,3.733583,1066
IPA,Southern Tier Brewing Company 2XIPA,Southern Tier Brewing Company 2XIPA,8.2,65,100,18,31,14,67,42,46,0,45,89,1,35,4.021067,3.916433,3.956461,4.044242,4.077247,712
IPA,Surly Brewing Company Abrasive Ale,Surly Brewing Company Abrasive Ale,9.2,65,100,23,34,16,78,73,69,0,111,103,7,47,4.500888,4.24778,4.298401,4.446714,4.430728,563
IPA,Great Divide Brewing Company Hercules Double IPA,Great Divide Brewing Company Hercules Double IPA,10,65,100,15,43,24,84,61,59,0,91,119,14,93,4.156386,4.187228,4.134978,4.196662,4.055878,1378
IPA,Tröegs Brewing Company Tröegs Perpetual IPA,Tröegs Brewing Company Tröegs Perpetual IPA,7.5,65,100,15,24,18,59,26,31,1,32,84,4,22,4.128788,4.153409,4.0625,4.138258,4.119318,264
IPA,Alpine Beer Company Pure Hoppiness,Alpine Beer Company Pure Hoppiness,8,65,100,12,31,15,99,41,43,0,59,126,7,39,4.36631,4.216578,4.208556,4.35205,4.350267,561
IPA,Three Floyds Brewing Co. & Brewpub Arctic Panzer Wolf,Three Floyds Brewing Co. & Brewpub Arctic Panzer Wolf,9,65,100,15,31,13,53,57,42,0,73,78,7,38,4.191579,3.971579,4.094737,4.172632,4.110526,475
IPA,Russian River Brewing Company Pliny The Younger,Russian River Brewing Company Pliny The Younger,10.25,65,100,23,46,14,73,29,40,0,49,106,4,19,4.72377,4.482787,4.612295,4.72459,4.6,610
